Poids,Volume,Conductivite,Opacite,Rigidite,Prix_Revente,Source,Rapport_Collecte,Source_enc,Categorie_enc,Densite_estimee,Categorie
2.5041113554001058,2.5627448045556918,-0.5674194860577161,-1.177956813248071,1.3378493244061382,13.468929459913387,Usine_A,"Déchet en verre collecté en provenance de l'Usine A. Poids lourd : 251.7 kg, volume 491.3 L. Très rigide, non conducteur, aspect légèrement translucide.",2,3,-0.025547987388475808,
-0.23611828528085116,-0.22772027322933308,1.7984317370055163,0.7524518220997232,0.6868409121490795,13.468929459913387,Collecte_Citoyenne,"Ferraille ou métal collecté issu de la collecte citoyenne. Masse 54.8 kg. Haute conductivité électrique, matériau extrêmement rigide. Prix revente estimé.",1,0,-0.03740482375288554,
-0.23611828528085116,-0.22772027322933308,1.7984317370055163,0.7524518220997232,0.6868409121490795,13.468929459913387,Collecte_Citoyenne,"Déchet métallique détecté issu de la collecte citoyenne. Poids 54.8 kg, volume 113.5 L. Conductivité élevée (0.921), rigidité importante. Poids anormalement élevé pour cette catégorie.",1,0,-0.03740482375288554,
0.3478132076386018,0.18908341991588187,1.7984317370055163,0.7524518220997232,0.36133670602055007,13.468929459913387,Usine_A,"Métal de récupération à l'Usine A. Masse 96.7 kg. Forte conductivité (0.861), rigidité élevée. Bonne valeur marchande.",2,0,-0.0028985392976670393,
-0.6981722003998451,-0.6869401736310198,-0.5674194860577161,-0.8501533843397996,-0.28967170623650884,2.157599517463204,Usine_B,"Déchet plastique collecté depuis l'Usine B. Poids 21.6 kg, volume 51.4 L. Rigidité rigide, non conducteur. Surface légèrement translucide.",3,2,-0.06225130995694656,
-0.8200679953268138,-0.8867578958490707,-0.5674194860577161,0.7524518220997232,-0.9406801184935677,0.6408200659898512,Usine_B,"Déchet de type papier identifié à l'Usine B. Volume estimé 24.3 L, poids 12.8 kg. Texture semi-rigide, très opaque.",3,1,-0.01961732903219869,
-0.8363760395634129,-0.8702190797454313,-0.5674194860577161,1.1686356246492071,-1.2661843246220972,0.4815927484994713,Usine_B,"Lot de papier récupéré depuis l'Usine B. Poids léger de non mesuré kg, volume petit. Matériau souple, non conducteur, aspect indéterminée. Bon état général.",3,1,-0.05488069895153807,
-0.7778722116790874,-0.8189856291335754,-0.5674194860577161,0.7524518220997232,-0.9406801184935677,0.7924323210975935,Usine_A,"Collecte de déchets papier provenant de l'Usine A. Masse 15.8 kg. Matériau semi-rigide, sans conductivité électrique. Surface très opaque.",2,1,-0.041069214471727344,
-0.33217422457733153,-0.3362312897475829,1.7984317370055163,0.7524518220997232,0.36133670602055007,13.468929459913387,Collecte_Citoyenne,"Déchet métallique détecté via la collecte citoyenne. Poids 47.9 kg, volume 98.8 L. Conductivité élevée (0.809), rigidité importante. Matériau mélangé à d'autres déchets.",1,0,-0.0366579319967764,
-0.8156622552497248,-1.0456847713866124,-0.5674194860577161,0.7524518220997232,-1.2661843246220972,4.135356069871986,Centre_Tri,"Déchet de type papier identifié depuis le Centre de Tri. Volume estimé 2.8 L, poids 13.1 kg. Texture souple, très opaque.",0,1,1.6408900661950432,
-0.24625732178879187,-0.30159174207026646,-0.5674194860577161,-0.38856037761510187,-0.6151759123650382,3.90182480036169,Centre_Tri,"Déchets plastiques divers au Centre de Tri. Poids estimé non mesuré kg. Opacité semi-opaque, souplesse variable. Aucune anomalie signalée.",0,2,-0.021655616006141427,
-0.33217422457733153,-0.3362312897475829,1.7984317370055163,0.7524518220997232,0.36133670602055007,13.468929459913387,Collecte_Citoyenne,Déchets métalliques triés issu de la collecte citoyenne. Poids 47.9 kg. Conductivité mesurée : 0.809. Matériau dense et résistant. Lot conforme aux standards de tri.,1,0,-0.0366579319967764,
-0.4841574784473995,-0.3949380982105853,-0.5674194860577161,-0.7307006431902595,-0.28967170623650884,3.695537757565778,Usine_A,"Déchets plastiques divers en provenance de l'Usine A. Poids estimé 37.0 kg. Opacité légèrement translucide, souplesse variable. Aucune anomalie signalée.",2,2,-0.06762380976811677,
-0.13963230185080075,-0.1324176142502156,1.7984317370055163,0.7524518220997232,1.0123451182776089,13.468929459913387,Usine_A,"Lot métallique en provenance de l'Usine A. Poids 61.7 kg, volume 126.4 L. Conducteur, très rigide. Aspect très opaque. Conditionnement non conforme au protocole.",2,0,-0.03517546411032533,
-0.30349259991248556,-0.3787336197912672,1.7682708007766887,0.7524518220997232,0.36133670602055007,13.468929459913387,Usine_A,Déchets métalliques triés à l'Usine A. Poids non mesuré kg. Conductivité mesurée : non mesurée. Matériau dense et résistant. Légère contamination observée.,2,0,-0.01592920510479232,
-0.28363161594428654,-0.28947018285795284,1.7984317370055163,0.7524518220997232,0.36133670602055007,13.468929459913387,Centre_Tri,"Lot métallique depuis le Centre de Tri. Poids 51.4 kg, volume 105.2 L. Conducteur, très rigide. Aspect très opaque. Traces d'humidité détectées.",0,0,-0.03506132468938613,
2.286911590315184,2.1587754630353087,-0.5674194860577161,-1.38380933789378,1.0123451182776089,6.756870203022315,Usine_A,"Verre recyclable provenant de l'Usine A. Poids non mesuré kg, volume 436.6 L. Rigidité extrêmement rigide, faible conductivité. Surface lisse.",2,3,-0.014236447500412166,
0.8407803377469731,0.7976593447811999,-0.5674194860577161,-1.5166571233805837,1.0123451182776089,3.96501510708507,Collecte_Citoyenne,"Déchets en verre identifiés via la collecte citoyenne. Poids 132.2 kg, volume 252.3 L. Non conducteur, très rigide. Nécessite manipulation avec précaution.",1,3,-0.02099105993592091,
-0.7785092235069091,-0.8324182539777528,-0.5674194860577161,0.7524518220997232,-1.5916885307506266,0.7901434952624662,Collecte_Citoyenne,"Déchet de type papier identifié lors d'une collecte citoyenne. Volume estimé 31.7 L, poids 15.8 kg. Texture souple, très opaque.",1,1,-0.030827018049542375,
-0.8219846315458357,-0.8683161293710143,-0.5674194860577161,-0.3337892401956617,-0.6151759123650382,2.82536214819007,Collecte_Citoyenne,"Lot plastique dans un site non renseigné. Volume 26.8 L, poids non mesuré kg. Aspect semi-opaque, rigidité moyenne. Aucune trace de métal.",1,2,-0.04120403893131296,
2.1472868041449265,2.1761698156004083,-0.5674194860577161,-1.184597841994831,1.3378493244061382,6.781633848006794,Collecte_Citoyenne,"Déchet en verre collecté lors d'une collecte citoyenne. Poids lourd : 226.1 kg, volume 439.0 L. Très rigide, non conducteur, aspect légèrement translucide.",1,3,-0.024487895757436637,
-0.47551233981544383,-0.5123101430411962,-0.5674194860577161,-0.6804491652344816,-0.6151759123650382,3.757662872939976,Usine_A,"Plastique de tri sélectif en provenance de l'Usine A. Masse 37.6 kg. Matériau semi-rigide, faible conductivité. Poids anormalement élevé pour cette catégorie.",2,2,-0.03004539339727205,
1.6842996015699316,1.7546422338020595,-0.5674194860577161,0.4456858164931767,1.3378493244061382,5.7835075737641946,Collecte_Citoyenne,Lot de verre trié sans localisation enregistrée. Masse 192.8 kg. Matériau lourd et extrêmement rigide. Aspect indéterminée. Odeur inhabituelle signalée par l'agent.,1,3,-0.028535094640656053,
-0.8166572721927011,-0.9344714044141726,-0.5674194860577161,0.7524518220997232,-1.5916885307506266,0.6530750208978597,Collecte_Citoyenne,"Papier usagé lors d'une collecte citoyenne. Poids relevé : 13.1 kg. Faible rigidité, non conducteur. Étiquetage absent sur le conteneur.",1,1,0.061773990454635136,
-0.21624490944116792,-0.4002289474509864,-0.5674194860577161,-0.5066445330427678,-0.6278587116412133,5.620793091029976,Usine_B,"Lot plastique en provenance de l'Usine B. Volume 90.2 L, poids 56.2 kg. Aspect semi-opaque, rigidité moyenne. Aucune trace de métal.",3,2,0.018632247778841485,
-0.7937505659069775,-0.8346774842674459,-0.5674194860577161,0.7524518220997232,-0.9406801184935677,0.8892052101937495,Usine_B,"Collecte de déchets papier à l'Usine B. Masse non mesuré kg. Matériau semi-rigide, sans conductivité électrique. Surface très opaque.",3,1,-0.042789699143131014,
